X,Y,amenity,name,ele,addr:street,addr:housenumber,addr:postcode,addr:state,addr:city,website,phone,wikidata,wheelchair,operator,opening_hours,wikipedia,addr:country
-77.8263898,42.6814527975452,school,Hawkins School,188,,,,,,,,,,,,,
-73.7840218,41.1034295975452,school,Hawthorne Cedar Knolls School,139,,,,,,,,,,,,,
-73.8012446,41.1023184975452,school,Hawthorne School,100,,,,,,,,,,,,,
-73.5930358,42.2706725975452,school,Hawthorne Valley Waldorf School,,,,,,,,,,,,,,
-75.0504354,42.9086825975452,school,Hayner School,483,,,,,,,,,,,,,
-76.2152043,43.0542332975452,school,Hazard Street School,178,,,,,,,,,,,,,
-73.463493,40.7787739975452,school,H B Mattlin Middle School,51,,,,,,,,,,,,,
-73.4921737,40.8040205975452,school,H B Thompson Middle School,61,,,,,,,,,,,,,
-72.6724933,40.9277018975452,school,H B Ward Technical Center,7,,,,,,,,,,,,,
-78.8341467,42.9281229975452,school,Health Care Center for Children at ECMC,,Grider Street,462,14215,,Buffalo,https://en.wikipedia.org/wiki/List_of_motor_vehicle_deaths_in_U.S._by_year#/media/File:USA_annual_VMT_vs_deaths_per_VMT.png,+1 716 816 4080,,,Buffalo Public Schools,,,
-73.7722009,40.9843045975452,school,Heathcote School,76,,,,,,,,,,,,,
-73.6897873,42.7458500975452,school,Heatly High School,6,,,,,,,,,,,,,
-73.9887501,40.6331597975452,school,Hebrew Academy,16,,,,,,,,,,,,,
-73.7261111,40.6172222975452,school,Hebrew Academy-Elementary School,5,,,,,,,,,,,,,
-73.6797222,40.5841667975452,school,Hebrew Academy of Long Beach,0,,,,,,,,,,,,,
-73.6055556,40.7180556975452,school,Hebrew Academy of Nassau,24,,,,,,,,,,,,,
-73.6573875,40.6936131975452,school,Hebrew Academy of Nassau County,14,Hempstead Avenue,609,11552,NY,West Hempstead,https://hanc.org/,,,,,,,
-73.4743964,40.7821249975452,school,Hebrew Academy of Nassau Plainview Campus,49,,,,,,,,,,,,,
-73.9883333,41.1647222975452,school,Hebrew Academy of Ohr Menachem Chabad,53,,,,,,,,,,,,,
-74.0897222,41.1200000975452,school,Hebrew Academy of Rockland,173,,,,,,,,,,,,,
-73.7195904,40.6240699975452,school,Hebrew Academy-Senior High School,7,,,,,,,,,,,,,
-73.9973616,40.7392686975452,school,Hebrew Center,9,,,,,,,,,,,,,
-73.9888644,40.6350160975452,school,Hebrew High School,,47th Street,1375,,,,,,,,,,,
-73.7654097,41.0256530975452,school,Hebrew Institute of White Plains,83,,,,,,,,,,,,,
-73.988329,40.7297222975452,school,Hebrew Technical Institute (historical),11,,,,,,,,Q5695876,,,,en:Hebrew Technical Institute (New York City),
-78.761884,43.0092894975452,school,Heim Elementary School,,,,,,,,,,,Williamsville Central School District,,,
-78.7589212,43.0092244975452,school,Heim Middle School,178,,,,,,,,,,Williamsville Central School District,,,
-75.4844444,44.6891667975452,school,Helen Hall Academy,86,,,,,,,,,,,,,
-73.9922222,40.6628510975452,school,Hellenic Classical Charter School,,5th Avenue,646,11215,,,http://www.hccs-nys.org,+1-718-499-0957,Q5707172,,,,,
-73.625897,40.7401370975452,school,Hemlock Elementary School,32,,,,,,,,,,,,,
-77.6052778,42.7933333975452,school,Hemlock High School,280,,,,,,,,,,,,,
-74.0544444,41.1433333975452,school,Hempstead Elementary School,181,,,,,,,,,,,,,
-73.6197835,40.7168485975452,school,Hempstead Head Start,,Dartmouth Street,65,11550,Ny,Hempstead,,,,,,,,
-73.632174,40.6966810975452,school,Hempstead High School,12,,,,,,,,,,,,,
-73.9345832,41.2545384975452,school,Hendrick Hudson High School,41,,,,,,,,,,,,,
-76.8452357,42.0789632975452,school,Hendy Avenue School,271,,,,,,,,,,,,,
-73.7754107,40.7181583975452,school,Henley School,39,,,,,,,,,,,,,
-76.1190623,43.0578253975452,school,Henninger High School,,Robinson Street,600,13206,NY,Syracuse,http://www.syracusecityschools.com/districtpage.cfm?pageid=392,315 435 4343,Q5715081,,,,en:Henninger High School,US
-73.77291,40.9328767975452,school,Henry Barnard School,19,,,,,,,,,,,,,
-76.0397222,42.1050000975452,school,Henry B Endicott Public School,259,,,,,,,,,,,,,
-73.6044444,41.4350000975452,school,Henry H. Wells Middle School,166,Route 312,570,10509,,,,,,,,,,
-73.9213414,40.8226809975452,school,Henry Lou Gehrig Intermediate School Number 151,5,,,,,,,,,,,,,
-73.43,40.8341700975452,school,Henry L Stimson Middle School,56,,,,,,,,,,,,,
-74.0488889,41.4783333975452,school,Heritage Junior High School,136,,,,,,,,,,,,,
-78.8439245,43.0095016975452,school,Heritage School,174,,,,,,,,,,,,,
-75.0002778,43.0233333975452,school,Herkimer High School,124,,,,,,,,,,,,,
-74.9938889,43.0291667975452,school,Herkimer Junior High School,120,,,,,,,,,,,,,
-73.9342907,42.7722991975452,school,Herman L Bradt Elementary School,107,,,,,,,,,,,,,
-76.5432738,42.9353446975452,school,Herman School,225,,,,,,,,,,,,,
-75.3024018,44.4824079975452,school,Hermon-DeKalb Central School,,,,,,,,,,,,,,
-73.63694,40.6738900975452,school,Hewitt Elementary School,10,,,,,,,,,,,,,
-73.6940093,40.6448517975452,school,Hewlett Elementary School,5,,,,,,,,,,,,,
-73.20028,40.7255600975452,school,Hewlett School of East Islip,4,,,,,,,,,,,,,
-73.6678645,40.7141755975452,school,H Frank Carey High School,,,,,,,,,,,,,,
-73.48,40.7850000975452,school,Hickory Hill Day School,48,,,,,,,,,,,,,
-74.3676326,42.7545192975452,school,Hicks School,317,,,,,,,,,,,,,
-73.5213889,40.7611111975452,school,Hicksville Middle School,43,,,,,,,,,,,,,
-78.9730467,42.7032930975452,school,Highland Elementary,208,,,,,,,,,,,,,
-78.8775369,43.0070014975452,school,Highland School,178,,,,,,,,,,,,,
-73.7631874,41.0120420975452,school,Highlands Middle School,90,,,,,,,,,,,,,
-73.98125,41.7703710975452,school,Highland State Training School,101,,,,,,,,,,,,,
-73.9113952,40.8178002975452,school,High School for Careers In Sports,8,,,,,,,,,,,,,
-73.9893919,40.7173439975452,school,High School for Dual Language and Asian Studies,,,,,,,,,,,,,,
-73.9825978,40.7327110975452,school,High School for Health Professions and Human Services,,East 15th Street,345,10003,,Manhattan,https://www.hphsnyc.org/,+1 212 780 9175,Q5756583,,The New York City Department of Education,,en:High School for Health Professions and Human Services,
-73.9391436,40.7120730975452,school,High School for Legal Studies,11,,,,,,,,,,,,,
-73.9502778,40.8161111975452,school,"High School for Mathmatics, Science and Engineering at the City College",37,,,,,,,,,,,,,
-73.8970822,40.8704223975452,school,High School for Teaching and the Professions,42,,,,,,,,,,,,,
-73.9041684,40.8270037975452,school,High School for Violin and Dance,27,,,,,,,,,,,,,
-73.9603575,40.7572827975452,school,High School of Art and Design,,,,,,,,,Q12060065,,,,en:High School of Art and Design,
-73.8558742,40.8212196975452,school,High School of Community Research and Learning,4,,,,,,,,,,,,,
-73.8615915,40.8755261975452,school,High School of Contemporary Arts,28,,,,,,,,,,,,,
-73.9391759,40.7118943975452,school,"High School of Enterprise, Business and Technology",11,,,,,,,,Q14706363,,,,"en:High School of Enterprise, Business, & Technology",
-73.9115203,40.8391226975452,school,High School of Medical Services,27,,,,,,,,,,,,,
-73.9123186,40.6965933975452,school,High School of Urban Planning,15,,,,,,,,,,,,,
-74.0111112,41.0884823975452,school,Highview Elementary School,98,,,,,,,,,,,,,
-73.7906882,41.0228752975452,school,Highview School,85,,,,,,,,,,,,,
-78.8225324,42.7567258975452,school,Hilbert College,229,,,,,,,,,,,,,
-73.9093044,41.2967606975452,school,Hillcrest Elementary School,112,,,,,,,,,,,,,
-74.0213889,41.1388889975452,school,Hillcrest Elementary School,150,,,,,,,,,,,,,
-75.8847222,42.1511111975452,school,Hillcrest Elementary School,276,,,,,,,,,,,,,
-77.5856122,43.1218982975452,school,Hillel Community Day School,,,,,,,,,,,,,,
-73.7265206,40.6181598975452,school,Hillel School,6,,,,,,,,,,,,,
-77.5577768,43.1425626975452,school,Hiller School,156,,,,,,,,,,,,,
-73.68833,40.7416700975452,school,Hillside Grade School,34,,,,,,,,,,,,,
-73.5513889,41.4388889975452,school,Hillside Outdoor Education Center,151,,,,,,,,,,,,,
-73.932915,41.0898185975452,school,Hilltop School,98,,,,,,,,,,,,,
-77.734729,43.2670054975452,school,Hilton Northwood School,88,,,,,,,,,,,,,
-75.9574203,42.1236863975452,school,H L Johnson School,262,,,,,,,,,,,,,
-73.6109612,40.7731561975452,school,Hofstra University Old Westbury Campus,48,,,,,,,,,,,,,
-73.496518,44.1847739975452,school,Hoisington School,170,,,,,,,,,,,,,
-73.0848315,40.8453762975452,school,Holbrook Road School,40,,,,,,,,,,,,,
-75.2544444,43.2538889975452,school,Holland Patent Central High School,247,,,,,,,,,,,,,
-75.2527778,43.2463889975452,school,Holland Patent Elementary School,208,,,,,,,,,,,,,
-75.2544444,43.2527778975452,school,Holland Patent Middle School,245,,,,,,,,,,,,,
-77.6894489,43.2025617975452,school,Holmes Road School,137,Holmes Road,300,14626,NY,Rochester,https://www.greececsd.org/Page/31,+1-585-966-4900,,yes,Greece Central School District,,,
-77.6430579,43.1647843975452,school,Holy Apostles School,160,,,,,,,,,,,,,
-73.8376693,40.6986483975452,school,Holy Child Jesus School,17,86th Avenue,111-02,11418,,,,,,,,,,
-73.9537492,40.6501038975452,school,Holy Cross School,15,,,,,,,,,,,,,
-78.8867026,42.8950578975452,school,Holy Cross School,183,,,,,,,,,,,,,
-78.7258648,42.1570077975452,school,Holy Cross School,421,,,,,,,,,,,,,
-73.8609622,40.8176757975452,school,Holy Cross School,9,Randall Avenue,1846,10473,NY,Bronx,,+1-718-842-4492,,,Archdiocese of New York,,,
-75.9047222,43.9725000975452,school,Holy Family Parochial School,152,,,,,,,,,,,,,
-76.5672222,42.9363889975452,school,Holy Family Parochial School,210,,,,,,,,,,,,,
-76.2418717,43.0458997975452,school,Holy Family School,158,,,,,,,,,,,,,
-77.6452802,43.1589510975452,school,Holy Family School,158,,,,,,,,,,,,,
-73.9899759,40.6672914975452,school,Holy Family School,19,,,,,,,,,,,,,
-74.2843429,44.8508817975452,school,Holy Family School,212,,,,,,,,,,,,,
-73.7912123,40.9241420975452,school,Holy Family School,28,,,,,,,,,,,,,
-73.5293599,40.7530958975452,school,Holy Family School,38,,,,,,,,,,,,,
-73.9540269,40.7234356975452,school,Holy Family School,4,,,,,,,,,,,,,
-78.8250827,42.8471612975452,school,Holy Family School,,,,,,,,,,,,,,
-74.4562794,44.2181154975452,school,Holy Ghost Academy,493,,,,,,,,,,,,,
-77.7352834,43.1378396975452,school,Holy Ghost School,172,,,,,,,,,,,,,
-78.9111506,43.1042230975452,school,Holy Ghost School,178,,,,,,,,,,,,,
-73.8845326,41.2083973975452,school,Holy Name of Mary School,37,,,,,,,,,,,,,
-73.6983061,40.6615635975452,school,Holy Name of Mary School,6,,,,,,,,,,,,,
-73.7720767,40.9189881975452,school,Holy Name School,11,,,,,,,,,,,,,
-78.813089,42.9078359975452,school,Holy Name School,198,,,,,,,,,,,,,
-73.7703495,41.0725166975452,school,Holy Name School,72,,,,,,,,,,,,,
-73.8023558,41.1003741975452,school,Holy Rosary School,113,,,,,,,,,,,,,
-73.6640166,40.9953755975452,school,Holy Rosary School,13,,,,,,,,,,,,,
-77.6411136,43.1797842975452,school,Holy Rosary School,151,,,,,,,,,,,,,
-74.0761111,40.5955556975452,school,Holy Rosary School,8,,,,,,,,,,,,,
-78.942535,42.5828380975452,school,Holy Spirit School,251,,,,,,,,,,,,,
-73.6887416,40.7312130975452,school,Holy Spirit School,30,,,,,,,,,,,,,
-75.2455556,43.0991667975452,school,Holy Trinity Parochial School,141,,,,,,,,,,,,,
-73.7309642,40.9503764975452,school,Holy Trinity Parochial School,9,,,,,,,,,,,,,
-79.3333333,42.4641667975452,school,Holy Trinity Roman Catholic School,199,,,,,,,,,,,,,
-77.415271,43.2147851975452,school,Holy Trinity School,134,,,,,,,,,,,,,
-79.0442106,43.0867224975452,school,Holy Trinity School,177,,,,,,,,,,,,,
-73.8255714,40.7858924975452,school,Holy Trinity School,2,143rd Street,14-45,11357,,,,,,,,,,
-73.901482,41.6973434975452,school,Holy Trinity School,65,,,,,,,,,,,,,
-76.1805556,42.6358333975452,school,Homer Academy And Union School,343,,,,,,,,,,,,,
-73.67417,40.7275000975452,school,Homestead Elementary School,26,,,,,,,,,,,,,
-73.7457458,40.9341651975452,school,Hommocks Middle School,3,Hommocks Road,130,10538,,Larchmont,,,Q14706397,,Mamaroneck Union School District,,,
-77.5871372,42.9510516975452,school,Honeoye Falls-Lima High School,,,,,,,,,,,,,,
-77.5866729,42.9513738975452,school,Honeoye Falls-Lima High School,,,,,,,,,,,,,,
-76.0207562,42.1070192975452,school,Hooper School,256,,,,,,,,,,,,,
-73.5820605,42.9067440975452,school,Hoosic Valley Central School,120,,,,,,,,,,,,,
-77.6705593,43.2033951975452,school,Hoover Drive Junior High School,130,,,,,,,,,,,,,
-78.8706672,42.9592399975452,school,Hoover School,183,,,,,,,,,,,,,
-73.7979105,41.5867602975452,school,Hopewell School,81,,,,,,,,,,,,,
-73.7576327,41.1745396975452,school,Horace Greeley High School,,Roaring Brook Road,70,10514,,Chappaqua,http://hg.ccsd.ws/,914-238-7201,Q5901772,,,,,
-75.9313078,42.0992422975452,school,Horace Mann Elementary School,272,,,,,,,,,,,,,
-78.8807094,42.9557222975452,school,Horace Mann School,185,,,,,,,,,,,,,
-77.6633248,42.3336809975452,school,Hornell High School,353,,,,,,,,,,,,,
-77.6633247,42.3267366975452,school,Hornell Intermediate School,356,,,,,,,,,,,,,
-73.6673502,40.9900978975452,school,Horton School,19,,,,,,,,,,,,,
-73.9121778,40.8148805975452,school,Hostos-Lincoln Acedemy of Science,,Saint Ann's Avenue,600,10455,NY,Bronx,https://hostoslincoln.org/,+1-718-402-5640,,,New York City Department of Education and The City University of New York,,,
-78.1613987,42.4250647975452,school,Houghton Academy,390,,,,,,,,,,,,,
-78.1556721,42.4269793975452,school,Houghton College,388,,,,,,,,,,,,,
-73.9089585,40.7066448975452,school,House of Glory Wrestling,,Woodward Avenue,564,,,,https://www.hogwrestling.net/,+1-347-557-5266,,,,,,
-74.4751585,41.4862048975452,school,Howells School,230,,,,,,,,,,,,,
-73.8884679,41.9150925975452,school,Hoyt School,82,,,,,,,,,,,,,
-73.7809658,40.9531542975452,school,Hudson Country School,64,,,,,,,,,,,,,
-73.5781706,43.3184055975452,school,Hudson Falls Primary School,90,,,,,,,,,,,,,
-74.1397222,41.4738889975452,school,Hudson Valley Circle of Learning School,181,,,,,,,,,,,,,
-73.6841667,42.6963889975452,school,Hudson Valley Community College,88,,,,,,,,,,,,,
-75.2591667,43.0611111975452,school,Hughes Elementary School,264,,,,,,,,,,,,,
-75.2715541,43.0742364975452,school,Hugh R Jones Elementary School,187,,,,,,,,,,,,,
-77.0638889,42.1527778975452,school,Hugh W Gregg Elementary School,285,,,,,,,,,,,,,
-73.746082,40.6981994975452,school,Humanities and the Arts Magnet High School,17,,,,,,,,,,,,,
-73.9364451,40.5934548975452,school,Humanities III High School,,,,,,,https://www.newvisions.org/humanities3,+1-718-368-4145,,,New York City Department of Education,,,
-75.0066667,43.0325000975452,school,Hummel Corporate And Professional Education Center,203,,,,,,,,,,,,,
-73.9390412,40.7998401975452,school,Hunter School of Social Work,,,,,,,,,,,Hunter College,,,
-74.3800301,42.2447107975452,school,Hunter Tannersville Central School,404,,,,,,,,,,,,,
-73.7842722,42.8617534975452,school,Huntington Learning Center,,,,,,,,,,,,,,
-78.878844,42.8917985975452,school,Hutchinson Central Technical High School,186,,,,,,,,,,,,,
-73.8093,40.9159325975452,school,Hutchinson School,17,,,,,,,,,,,,,
-78.9575405,43.0531119975452,school,Huth Road School,174,,,,,,,,,,,,,
-73.9025286,40.6912826975452,school,Hybrid Movement Company,,Moffat Street,338,,,,https://hybridmovementcompany.com/,+1-917-261-8802,,,Françoise Voranger,Mo-Su 09:00-00:00,,
-73.9618503,40.7049705975452,school,Hychel Hatorah,15,,,,,,,,,,,,,
-73.9358333,41.7869444975452,school,Hyde Park Elementary School (closed),55,,,,,,,,,,HPCSD,,,
-79.0286549,43.1039445975452,school,Hyde Park School,177,,,,,,,,,,,,,
-73.6808333,42.4261111975452,school,Ichabod Crane Middle School,92,,,,,,,,,,,,,
-73.6822222,42.4286111975452,school,Ichabod Crane Primary School,91,,,,,,,,,,,,,
-73.6855556,42.4250000975452,school,Ichabod Crane Senior High School,91,,,,,,,,,,,,,
-73.1527908,40.7353831975452,school,Idle Hour Elementary School,1,,,,,,,,,,,,,
-75.0391667,43.0091667975452,school,Ilion High School,142,,,,,,,,,,,,,
-75.9922662,43.0240061975452,school,Immaculate Conception Elementary School,,Salt Springs Street,400,13066,NY,Fayetteville,,,,,,,,US
-76.5036111,42.4416667975452,school,Immaculate Conception Parochial Roman Catholic School,120,,,,,,,,,,,,,
-73.7059197,42.7349658975452,school,Immaculate Conception Parochial School,11,,,,,,,,,,,,,
-73.9176708,40.8175579975452,school,Immaculate Conception Parochial School,13,East 151st Street,378,10455,,,,,,,,,,
-73.8636111,40.8761111975452,school,Immaculate Conception Parochial School,30,,,,,,,,,,,,,
-77.6172234,43.1464512975452,school,Immaculate Conception School,159,,,,,,,,,,,,,
-73.9108542,40.7773793975452,school,Immaculate Conception School,18,29th Street,21-63,11105,,,,,,,,,,
-78.8776238,42.8957050975452,school,Immaculate Conception School,189,,,,,,,,,,,,,
-78.8992007,42.6464487975452,school,Immaculate Conception School,254,,,,,,,,,,,,,
-73.9795844,41.2281498975452,school,Immaculate Conception School,31,,,,,,,,,,,,,
-77.9422222,42.1211111975452,school,Immaculate Conception School,462,,,,,,,,,,,,,
-73.8204113,40.9478764975452,school,Immaculate Conception School,64,,,,,,,,,,,,,
-73.8629126,41.0400971975452,school,Immaculate Conception School,65,,,,,,,,,,,,,
-75.9113889,43.9808333975452,school,Immaculate Heart Academy,135,,,,,,,,,,,,,
-73.9786759,40.6478648975452,school,Immaculate Heart of Mary School,18,,,,,,,,,,,,,
-73.798744,40.9814869975452,school,Immaculate Heart of Mary School,84,,,,,,,,,,,,,
-73.6467956,41.2937056975452,school,Increase Miller Elementary School,113,,,,,,,,,,,,,
-77.5274979,43.1431183975452,school,Indian Landing School,129,,,,,,,,,,,,,
-75.7116297,44.1404225975452,school,Indian River Central Middle School,,,,,,,,,,,,,,
-78.7893056,42.8351362975452,school,Industrial School,186,,,,,,,,,,,,,
-78.7644765,42.9442248975452,school,Infant of Prague School,217,,,,,,,,,,,,,
-76.0635362,42.1939634975452,school,Ingalls School,284,,,,,,,,,,,,,
-73.9827378,40.7324983975452,school,Institute for Collaborative Education,7,,,,,,,,,,,,,
-73.8591727,40.8583077975452,school,Institute for Education of the Blind,28,Pelham Parkway North,999,10469,,,,,,,,,,
-73.7808333,40.9091667975452,school,Intercounty Business and Technical School,28,,,,,,,,,,,,,
-73.9809668,40.6979009975452,school,Intermediate/High School 265,5,,,,,,,,,,,,,
-73.9005556,40.8597222975452,school,Intermediate School 115,40,,,,,,,,,,,,,
-73.8601863,40.8235106975452,school,Intermediate School 131,4,,,,,,,,,,,,,
-73.88,40.8391667975452,school,Intermediate School 167,10,,,,,,,,,,,,,
-73.8560409,40.8149960975452,school,Intermediate School 174,3,,,,,,,,,,,,,
-73.9257221,40.8134341975452,school,Intermediate School 183,6,,,,,,,,,,,,,
-73.8183168,40.8269895975452,school,Intermediate School 192,7,,,,,,,,,,,,,
-73.9566667,40.8197222975452,school,Intermediate School 195,25,,,,,,,,,,,,,
-73.9387486,40.8070452975452,school,Intermediate School 201,6,,,,,,,,,,,,,
-73.9260685,40.8134846975452,school,Intermediate School 224,6,,,,,,,,,,,,,
-73.7593996,40.6646242975452,school,Intermediate School 231,2,,,,,,,,,,,,,
-73.9287485,40.6587147975452,school,Intermediate School 232,10,,,,,,,,,,,,,
-73.8211647,40.7492373975452,school,Intermediate School 237,10,,,,,,,,,,,,,
-73.9198593,40.6578814975452,school,Intermediate School 252,9,,,,,,,,,,,,,
-73.8934104,40.6718768975452,school,Intermediate School 292,10,,,,,,,,,,,,,
-73.8838889,40.6766667975452,school,Intermediate School 302,9,,,,,,,,,,,,,
-73.9482279,40.7032106975452,school,Intermediate School 318,4,Walton Street,101,11206,,,,,Q17182193,,,,,
-73.9273596,40.7009361975452,school,Intermediate School 347,18,,,,,,,,,,,,,
-73.9277778,40.7008333975452,school,Intermediate School 349,19,,,,,,,,,,,,,
-73.9180556,40.6655556975452,school,Intermediate School 392,10,,,,,,,,,,,,,
-73.9448392,40.7099137975452,school,Intermediate School 49,12,,,,,,,,,,,,,
-74.1448653,40.6228816975452,school,Intermediate School 51,12,,,,,,,,,limited,,,,
-73.9248011,40.8656163975452,school,Intermediate School 52,,Academy Street,650,10034,,,http://inwood52.org,+1 212-567-9162,,,,,,
-73.7494753,40.6041718975452,school,Intermediate School 53,8,Nameoke Street,10-45,11691,,,,,,,,,,
-73.9120256,40.8148953975452,school,Intermediate School 584,9,Saint Ann's Avenue,600,10455,NY,Bronx,,+1-718-292-0880,,,New York City Department of Education,,,
-73.7531234,40.6820786975452,school,Intermediate School 59,7,Ridgedale Street,188-02,11413,,,,,,,,,,
-74.0977778,40.6347222975452,school,Intermediate School 61,48,,,,,,,,,yes,,,,
-73.8934693,40.7290792975452,school,Intermediate School 73,31,54th Avenue,70-02,11378,,,,,,,,,,
-73.8872222,40.8308333975452,school,Intermediate School 84,14,,,,,,,,,,,,,
-73.90389,40.7058300975452,school,Intermediate School 93,32,,,,,,,,,,,,,
-73.9039191,40.8337616975452,school,Intermediate School X219 New Venture School,15,,,,,,,,,,,,,
-73.9209552,40.8528715975452,school,Intermediate School X229 Roland Patterson,5,,,,,,,,,,,,,
-73.9156114,40.8494748975452,school,Intermediate School X303 Leadership and Community Service,40,,,,,,,,,,,,,
-73.9041273,40.8409000975452,school,Intermediate School X313 School of Leadership Development,9,,,,,,,,,,,,,
-73.9041526,40.8407520975452,school,Intermediate School X339,9,,,,,,,,,,,,,
-73.9833913,40.7552504975452,school,International Center of Photography,,6th Avenue,,,,,,,,,,,,
-73.9719444,42.7969444975452,school,International Charter School of Schenectady,105,,,,,,,,,,,,,
-73.9256498,40.8555823975452,school,International High School for Business and Finance,56,,,,,,,,,,,,,
-73.9030015,40.7056605975452,school,International School 96 Ridgewood,,Forest Avenue,66-56,,,,https://www.schools.nyc.gov/SchoolPortals/24/Q093/default.htm,(718) 821-4882,,,,,,
-73.9929081,40.7481685975452,school,International Wine Center (IWC),,seventh avenue,"350, suite 1201",10001,,,http://www.internationalwinecenter.com,+1(212)-239-3055,,,WSET,Mo-Fr 08:30-18:00,,
-73.7882666,40.9252494975452,school,Iona College,18,,,,,,,,Q6063486,,,,,
-73.787077,40.9659316975452,school,Iona Grammar School,75,,,,,,,,,,,,,
-73.7929105,40.9637095975452,school,Iona Preparatory School,70,,,,,,,,Q6063522,,,,,
-73.9944525,40.7313624975452,school,Iris and B Gerald Cantor Film Center Tisch School for the Arts,9,,,,,,,,,,,,,
-77.5972233,43.2164510975452,school,Irondequoit High School,120,,,,,,,,Q6073159,,,,,
-78.6050258,42.8331151975452,school,Iroquois High School,257,,,,,,,,,,,,,
-78.6050259,42.8361706975452,school,Iroquois Junior High School,255,,,,,,,,,,,,,
-73.8642955,42.2198101975452,school,Irving School,22,,,,,,,,,,,,,
-73.8604484,41.0402978975452,school,Irvington High School,89,,,,,,,,Q6074919,,,,,
-73.8598324,41.0398734975452,school,Irvington Middle School,,,,,,,,,,,,,,
-73.7779103,40.9023217975452,school,Isaac E Young Middle School,9,,,,,,,,,,,,,
-73.6467965,40.6070480975452,school,Island Park Junior High School,0,,,,,,,,,,,,,
-76.5290732,42.0077777975452,school,Ithaca Street School,250,,,,,,,,,,,,,
-73.9223957,40.6477076975452,school,It Takes A Village Academy,7,,,,,,,,,,,,,
-78.4344642,42.0750650975452,school,Ivers J Norton Elementary School,433,,,,,,,,,,,,,
-73.8152345,40.7306299975452,school,Ivy Day School,,Kissena Boulevard,70-44,,,,,7188801888,,,,,,
-73.8144266,40.7368673975452,school,Ivy Day School,,Kissena Boulevard,,,,,,,,,,,,
-73.6608333,40.6388889975452,school,Jack and Jill Montessori School,0,,,,,,,,,,,,,
-73.6402846,43.3236983975452,school,Jackson Heights School,107,,,,,,,,,,,,,
-73.615392,40.7135277975452,school,Jackson School,20,,,,,,,,,,,,,
-78.1811274,42.9864490975452,school,Jackson School,271,,,,,,,,,,,,,
-75.1401631,42.6397971975452,school,Jackson School,508,,,,,,,,,,,,,
-73.6176286,40.7120460975452,school,Jackson School Annex,18,,,,,,,,,,,,,
-73.53889,40.7036100975452,school,Jacob Gunther Elementary School,18,,,,,,,,,,,,,
-73.7996899,40.7084356975452,school,Jamaica Learning Center,20,,,,,,,,,,,,,
-73.9998803,41.2279958975452,school,James A Farley Middle School,41,,,,,,,,,,,,,
-73.3429614,40.8478295975452,school,James H Boyd Elementary School,74,,,,,,,,,,,,,
-76.4052778,43.3233333975452,school,James R Fairgrieve School,111,,,,,,,,,,,,,
-73.9134701,41.5895380975452,school,James S Evans Elementary School,56,,,,,,,,,,,,,
-79.2497222,42.0955556975452,school,Jamestown Business College,425,,,,,,,,,,,,,
-79.22,42.1155556975452,school,Jamestown Campus Jamestown Community College,393,,,,,,,,,,,,,
-79.2361111,42.0958333975452,school,Jamestown High School,413,,,,,,,,,,,,,
-75.5758333,43.1355556975452,school,J D George Elementary School,155,,,,,,,,,yes,,,,
-74.6077074,42.4817196975452,school,Jefferson Central School,,,,,,,,,,,,,,
-73.9886076,42.7954747975452,school,Jefferson Elementary School,107,,,,,,,,,,,,,
-73.7901329,40.8970439975452,school,Jefferson Elementary School,17,,,,,,,,,,,,,
-74.866724,44.9314749975452,school,Jefferson Elementary School,61,,,,,,,,,,,,,
-76.1585358,43.0684000975452,school,Jefferson School,140,,,,,,,,,,,,,
-78.8433686,42.9775574975452,school,Jefferson School,184,,,,,,,,,,,,,
-78.7172534,42.1536744975452,school,Jefferson Street School,430,,,,,,,,,,,,,
-74.9401645,41.7798106975452,school,Jeffersonville-Youngsville Central School,357,,,,,,,,,,,,,
-75.907987,44.0903347975452,school,Jenkins School,131,,,,,,,,,,,,,
-77.8027871,43.2895049975452,school,Jenkins School,91,,,,,,,,,,,,,
-76.0621467,42.0972969975452,school,Jennie F Snapp Middle School,253,,,,,,,,,,,,,
-73.5426254,40.7987107975452,school,Jericho High School,62,,,,,,,,,,,,,
-73.5448489,40.6917679975452,school,Jerusalem Avenue Junior High School,13,,,,,,,,,,,,,
-73.9822359,40.6347870975452,school,J.H.S. 223 The Montauk,,16th Avenue,4200,11204,New York,Brooklyn,https://www.schools.nyc.gov/SchoolPortals/20/K223/,,,,New York City Department of Education,,,
-73.8926858,40.7042416975452,school,"Jiggle Sprouts, Inc.",,64th Place,69-15,,,,,+1-718-670-0438,,,,,,
-73.9050629,40.8188475975452,school,Jill Chaifetz Transfer High School,16,,,,,,,,,,,,,
-73.9115632,40.8396907975452,school,J Levin High School of Media and Communications,27,,,,,,,,,,,,,
-75.2629427,43.0825697975452,school,John F Hughes Elementary School,177,,,,,,,,,,,,,
-73.5247602,40.6512346975452,school,John F Kennedy High School,3,Bellmore Avenue,3000,,,Bellmore,,,,,,,,
-73.9130556,40.8777778975452,school,John F Kennedy High School,4,,,,,,,,Q15229657,,,,,
-73.279838,40.8631536975452,school,John F Kennedy Junior High School,49,,,,,,,,,,,,,
-73.47833,40.7494400975452,school,John F Kennedy Middle School,35,,,,,,,,,,,,,
-74.17598,41.6037047975452,school,John G Borden Middle School,94,,,,,,,,,,,,,
-73.5475,40.6969400975452,school,John G Dinkelmeyer School,14,,,,,,,,,,,,,
