X,Y,tourism,name,addr:street,addr:housenumber,addr:postcode,website,addr:city,information,addr:state,operator,phone,description,wikidata,ele,artwork_type,hiking,wheelchair,name:en,internet_access,opening_hours,wikipedia,artist_name,email,addr:country,start_date,amenity,attraction,direction_south,direction_southwest,direction_northeast,direction_southeast,direction_west,direction_north,smoking,board_type,direction_east,internet_access:fee,direction_northwest,ref,rooms
-78.6630067,42.2625027975452,hotel,Inn at Holiday Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.4547653,43.2443419975452,hotel,Inn at The Beeches,Turin Road,7900,13440,,rome,,NY,Beeches Inc.,,,,,,,,,,,,,,,,,,,,,,,,isolated,,,,,,
-79.7355534,42.0622835975452,hotel,Inn at the Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.5754144,40.9352486975452,hotel,Jamesport Bay Suites,Front Street,67,11970,,Jamesport,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.5796137,40.9471884975452,hotel,Jedediah Hawkins Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.834523,40.7597880975452,hotel,John Hotel,,,,,,,,,,,,,,,,John Hotel,,,,,,,,,,,,,,,,,,,,,,
-77.5987346,43.1031801975452,hotel,Juhi's Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.2160843,42.2045695975452,hotel,Kaatskill Mountain Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7862342,44.1930306975452,hotel,Keene Valley Lodge,State Highway 73,1834,12943,https://www.keenevalleylodge.com/,Keene Valley,,NY,,518 576 2003,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,
-76.6172686,42.6653076975452,hotel,King Ferry Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.3075,40.6972222975452,hotel,La Grange Hotel,,,,,,,NY,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9849564,44.2924800975452,hotel,Lake House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0026912,44.3093264975452,hotel,Lake Placid Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9858254,44.2923187975452,hotel,Lake Placid Summit Hotel Resort & Suites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.9019064,42.4181963975452,hotel,Lakeside Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.603535,40.7338450975452,hotel,La Quinta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.5931141,43.1225201975452,hotel,La Quinta Inn and Suites,Willow Place,5394,13478,,Verona,,NY,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,
-73.9867075,40.7443441975452,hotel,Latham,East 28th Street,4,,,New York,,NY,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,
-73.8508342,44.3548184975452,hotel,Ledgerock at Whiteface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8744018,42.9019600975452,hotel,Lenox Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.956653,42.7796504975452,hotel,Mallozzi's Belvedere Hotel,Curry Road,1926,12303,http://www.albanynyhotels.com/,Schenectady,,NY,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,
-73.982912,40.7690103975452,hotel,Mandarin Oriental,,,,,,,,Mandarin Oriental,,,Q6747858,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4661941,42.2083046975452,hotel,Maple Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8310362,40.7634651975452,hotel,marco ..eva hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0039856,40.7422561975452,hotel,Maritime Hotel,West 16th Street,363,10011,http://www.themaritimehotel.com/,New York,,,,,,Q6765810,,,,,,,,en:Maritime Hotel,,,,,,,,,,,,,,,,,,,
-73.7801917,40.6663667975452,hotel,Marriott,South Conduit Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9698932,40.7573984975452,hotel,Marriott Courtyard,,,,https://www.marriott.com/hotels/travel/nycme-courtyard-new-york-manhattan-midtown-east/,,,,Marriott,,,,,,,,,wlan,,,,,,,,,,,,,,,no,,,no,,,
-73.9727139,40.7555818975452,hotel,Marriott Eastside,Lexington Avenue,525,10017,,New York,,,Marriott,+1 212 755 4000,,Q47321203,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9323061,41.6610223975452,hotel,Marriott Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.955531,40.7209065975452,hotel,McCarren Hotel & Pool,North 12th Street,160,11249,,New York CIty,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9986434,40.7249122975452,hotel,Mercer Hotel,Mercer Street,147,10012,https://www.mercerhotel.com/,New York City,,NY,,+1-212-966-6060,,Q7751035,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,
-74.3644889,41.4458567975452,hotel,Microtel Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.0076795,42.8573880975452,hotel,Microtel Inn and Suites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.9417569,42.1173201975452,hotel,Microtel Inns & Suites by Wyndham Wellsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3776633,41.4620896975452,hotel,Middletown Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7604424,42.9095166975452,hotel,Millenium Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9694314,40.7505535975452,hotel,Millennium Hilton One UN Plaza,United Nations Plaza,1,10017,https://www3.hilton.com/en/hotels/new-york/millennium-hilton-new-york-one-un-plaza-NYCUPHH/index.html,New York,,,Hilton,,,Q6858964,,,,,,,,en:Millennium Hilton New York One UN Plaza,,,,,,,,,,,,,,,,,,,
-71.9495122,41.0483412975452,hotel,Montauk Manor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.97163,43.7858361975452,hotel,Morningside Camps & Cottages,Longs Hill Road,67,12857,,,,,,,,,,,,,Morningside Camps & Cottages,,,,,,,,,,,,,,,,,,,,,,
-73.8204702,44.3891407975452,hotel,Mountain Brook Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9854714,44.2863667975452,hotel,Mountain View Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9866335,40.7613144975452,hotel,My hotel hamilton,,,,,,,,,,,,,,,,My hotel hamilton,,,,,,,,,,,,,,,,,,,,,,
-73.9348723,40.7532412975452,hotel,Nesva Hotel,,,,http://www.nesvahotel.com/,,,,,001-917-745-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.5667862,42.5249183975452,hotel,Newpark,,,,https://www.newparkretreat.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9950045,40.7175149975452,hotel,New World Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9873848,40.7412798975452,hotel,New York EDITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9837404,40.7589910975452,hotel,Night Times Square,West 47th Street,157,10036,https://www.nighthotels.com/timessquare,,,,Dream Hotel Group,+1 212-768-3700,,,,,,yes,,wlan,,,,info@nighthoteltsq.com,,,,,,,,,,,,,,,,,208
-73.8247617,44.3866413975452,hotel,North Pole Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9835118,40.7627302975452,hotel,Novotel,,,,,New York,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
-73.9887005,40.6886895975452,hotel,Nu Hotel,Smith Street,85,11201,https://nuhotelbrooklyn.com/,Brooklyn,,,,+1-718-852-8585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9804215,40.7822399975452,hotel,NYLO New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9748883,40.7593126975452,hotel,Omni Berkshire Place,East 52nd Street,21,10022,https://www.omnihotels.com/hotels/new-york-berkshire,New York,,,,(212) 753-5800,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
-73.9889471,40.7211823975452,hotel,Orchard Street Hotel,Orchard Street,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.4301366,42.9458474975452,hotel,Packwood House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.2333283,43.0438321975452,hotel,Palmyra Inn,Canandaigua Road,,14522,,Palmyra,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9793143,40.7654216975452,hotel,Park Hyatt New York,West 57th Street,153,10019,https://newyork.park.hyatt.com/,New York,,NY,,6467741234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9287175,41.7053696975452,hotel,Poughkeepsie Grand Hotel,Civic Center Plaza,40,12601,https://www.pokgrand.com/,Poughkeepsie,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.007718,40.7064790975452,hotel,Q&A Residential Hotel,Pine Street,70,,https://qandahotel.com/,,,,,1 (646) 598-0100,,,,,,,,wlan,,,,info@QandAhotel.com,,,,,,,,,,,,,,,,,
-76.837184,42.9054880975452,hotel,Quality Inn,Mound Road,2468,13165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1657251,42.6113609975452,hotel,Quality Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9969298,44.2952752975452,hotel,Quality Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1468601,43.0529455975452,hotel,Quality Inn & Suites Downtown,James Street,454,13203,https://www.choicehotels.com/new-york/syracuse/quality-inn-hotels/ny405,Syracuse,,NY,,315 425 0015,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,
-73.9829482,40.7600158975452,hotel,Radio City Apartment,West 49th Street,142,10019,radiocityapartments.com,New York,,,,(212) 730-0728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.0495325,42.1422436975452,hotel,Radisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6636003,43.0916000975452,hotel,Radisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6232101,40.6565216975452,hotel,Ramada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8648956,40.9559673975452,hotel,Ramada by Wyndham Yonkers,Tuckahoe Road,125,10710,https://www.wyndhamhotels.com/ramada/yonkers-new-york/ramada-yonkers/overview,Yonkers,,NY,Wyndham Hotels and Resorts,+1 914 821 6625,,,,,,,,,,en:Ramada,,,,,,,,,,,,,,,,,,,
-76.1659684,42.6073805975452,hotel,Ramada Cortland Hotel and Conference Center,River Street,2,13045,http://www.ramadacortland.com/,Cortland,,NY,,1-607-756-4431,,,,,,,,,,,,,,,,,,,,,,,isolated,,,,,,
-73.8327073,40.7615481975452,hotel,Ramada Flushing,,,,,,,,Ramada,17186066788,,,,,,yes,,wlan,,,,,,,,,,,,,,,,,,no,,,
-73.9488521,40.7539233975452,hotel,Ravel Hotel,Queens Plaza South,8-08,,www.ravelweddings.com,,,,,+1-718-289-6118,,,,,,,,,,,,delores.a@ravelmgmt.com,,,,,,,,,,,,,,,,,
-73.6023364,40.7382430975452,hotel,Red Roof Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.1913805,42.1274624975452,hotel,Red Roof Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9853616,40.7521714975452,hotel,Refinery,West 38th Street,63,10018,https://www.refineryhotelnewyork.com/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7754041,42.6292127975452,hotel,Regency Inn & Suites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9845837,40.7597371975452,hotel,Renaissance New York Times Square Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.889873,41.5266007975452,hotel,Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7751832,42.8690788975452,hotel,Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8108589,42.7636210975452,hotel,Residence Inn Albany Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7545521,43.0948108975452,hotel,Residence Inn by Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6743622,43.2044105975452,hotel,Residence Inn By Marriott Rochester West/Greece,Paddy Creek Circle,500,14615,https://www.marriott.com/hotels/travel/rocri-residence-inn-rochester-west-greece/,Rochester,,NY,,+1-585-865-2090,,,,,,yes,,wlan,,,,,,,,,,,,,,,no,,,no,,,90
-73.8785367,40.9732005975452,hotel,Residence Inn by Marriott Yonkers Westchester County,Executive Boulevard,7,10701,https://www.marriott.com/hotels/travel/hpnyk-residence-inn-yonkers-westchester-county,Yonkers,,NY,Marriott International,+1-914-476-4600,"Marriott Residence Inn Yonkers has all the modern comforts of home with a brand new contemporary feel. Just minutes away from New York City and local historical attractions, the hotel is perfectly suited for both business and leisure travel. ",,,,,yes,,wlan,,,,,,,,,,,,,,,no,,,,,,
-73.055809,40.8170506975452,hotel,"Residence Inn - Long Island, Holtsville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9858447,40.7528306975452,hotel,Residence Inn Manhattan/Times Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9826989,40.7643419975452,hotel,Residence Inn New York Manhattan / Central Park,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,
-77.5946386,43.0886487975452,hotel,Residence Inn Rochester Henrietta,Jefferson Road,1300,14623,,Henrietta,,,,1-585-272-8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8424475,40.8496610975452,hotel,Residence Inn The Bronx,Eastchester Road,1776,10461,,New York,,NY,Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0762843,40.6399473975452,hotel,Richmond Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9367138,42.8243972975452,hotel,Rivers Casino and Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7827185,42.2464703975452,hotel,Rivertown Lodge,Warren Street,731,12534,,Hudson,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6568915,40.6561553975452,hotel,Rockville Centre Inn,,,,http://www.rockvillecentreinn.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.9495256,43.0975787975452,hotel,Rodeway Inn & Suites,Niagara Falls Boulevard,9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9840983,40.7456401975452,hotel,Roger hotel,,,,,,,,,,,Q5911903,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9742339,40.7549383975452,hotel,Roger Smith Hotel,,,,,,,,,,,Q18156930,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7913155,43.0274370975452,hotel,Roosevelt Inn & Suites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9722458,40.7955859975452,hotel,Royal Park otelimiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8635526,40.9552963975452,hotel,Royal Regency Hotel,Tuckahoe Road,165,10710,http://www.royalregencyhotelny.com/,Yonkers,,NY,,+1 914 476 6200,,,,,,,,,,,,hello@royalregencyhotelny.com,,,,,,,,,,,,,,,,,
-78.6173811,42.7667632975452,hotel,Roycroft Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6456517,43.5558106975452,hotel,Sagamore Hotel and Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9899366,40.7194926975452,hotel,Sago Hotel,Allen Street,120,10002,https://sagohotel.com,New York,,NY,,(212) 951-1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9782231,40.7649505975452,hotel,Salisbury Hotel,West 57th Street,123,10019,,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9832127,40.7584738975452,hotel,Sanctuary Hotel,West 47th Street,132,10036,http://www.sanctuaryhotelnyc.com,,,,Impulsive Group,+1 212-234-7000,,,,,,,,wlan,,,,info@sanctuaryhotelnyc.com,,,,,,,,,,,no,,,,,,113
-73.7752994,43.0623450975452,hotel,Saratoga Casino Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5853342,43.1572280975452,hotel,School 31 Luxury Lofts,Goodman Street North,208,14607,,Rochester,,NY,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,no,,,
-74.1966442,42.2033661975452,hotel,Scribner's Catskill Lodge,Scribner Hollow Road,13,12442,http://www.scribnerslodge.com/,Hunter,,NY,,(518) 628-5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0441667,41.1113889975452,hotel,Senate Hotel,,,,,,,NY,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7492433,42.1522258975452,hotel,Seneca Allegany Casino and Hotel,,,,,,,,,,,,,,,,,,,,,,,,casino,,,,,,,,,,,,,,
-76.8732852,42.3690815975452,hotel,Seneca Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9900206,40.7451377975452,hotel,Senton Hotel,W 27th,39,10001,www.sentonhotel.com,New York,,,,2126845800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.3736992,41.7406045975452,hotel,Shanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9779739,40.7483763975452,hotel,Shelburne Hotel & Suites by Affinia,Lexington Avenue,303,10016,https://www.affinia.com/shelburne,New York,,NY,Denihan Hospitality Group,+1-212-689-5200,"Located in New York's Murray Hill neighborhood, this hotel is 3 blocks from the Morgan Library & Museum and 5 blocks from the Grand Central Terminal.",,,,,yes,,wlan,,,,,,,,,,,,,,,no,,,,,,324
-74.0042677,40.7208594975452,hotel,Sheraton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8067036,40.6657051975452,hotel,Sheraton JFK,South Conduit Avenue,132-26,11430,,New York,,NY,Sheraton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1338889,43.0408333975452,hotel,Sheraton University Hotel and Conference Center,,,,,,,NY,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.0755556,40.7238889975452,hotel,Shoreham Hotel,,,,,,,NY,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.4690079,42.9426474975452,hotel,Skaneateles Suites,East Genesee Street,4114,13021,,Skaneateles,,NY,Skaneateles Suites,,,,,,,,,wlan,,,,,,,,,,,,,,,outside,,,,,,15
-76.4304263,42.9471464975452,hotel,Skaneateles Suites Boutique Hotel,Fennell Street,12,13152,,Skaneateles,,,Skaneateles Suites,,,,,,,,,yes,,,,info@skaneatelessuites.com,,,,,,,,,,,outside,,,yes,,,5
-73.6782963,43.3364624975452,hotel,Sleep Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9832361,40.7447966975452,hotel,SLS Park Avenue,Park Avenue S,444,10016,https://slshotels.com/parkavenue/,New York,,NY,,2128048880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0016678,40.7190209975452,hotel,Soho Garden Hotel,Canal Street,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0043561,40.7220039975452,hotel,Soho Grand Hotel,West Broadway,310,10013,https://www.sohogrand.com/,New York,,,,+1 (212) 965-3000,,Q7554755,,,,,SoHo Grand Hotel,,,,,,,,,,,,,,,,,,,,,,
-73.8439745,41.0627776975452,hotel,Spring Hill Suites Marriott,,,,,,,,Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8573723,40.7582188975452,hotel,SpringHill Suites Marriott,Northern Boulevard,112-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.0551458,42.1544044975452,hotel,Staybridge Suites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.7908609,42.8335323975452,hotel,Staybridge Suites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7824527,42.2472591975452,hotel,St. Charles Hotel,Park Place,16-18,12534,https://www.stcharleshotel.com/,Hudson,,NY,,(518) 822-9900,,,,,,,,yes,,,,,,,,,,,,,,,no,,,,,,
-73.9416361,40.8306967975452,hotel,St Nicholas Hotel,Saint Nicholas Avenue,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9743323,40.7612458975452,hotel,St Regis New York,East 55th Street,2,10022,http://www.stregisnewyork.com/,New York,,NY,Marriott International,+1-212-753-4500,,Q2322983,,,,,,yes,,,,,,,,,,,,,,,no,,,,,,
-76.5739533,42.9317354975452,hotel,Super 8 Auburn / Finger Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7834178,40.6675504975452,hotel,Super 8 Jamaica North Conduit,North Conduit Avenue,151-67,11434,,NYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8575157,41.0494786975452,hotel,Tarrytown House Estate on The Hudson,East Sunnyside Lane,49,10591,https://www.tarrytownhouseestate.com/,Tarrytown,,NY,Pyramid Hotel Group,+1-914-591-8200,"
In addition to an indoor pool and an outdoor pool, Tarrytown House Estate on the Hudson provides an outdoor tennis court and a 24-hour health club. The hotel offers a restaurant. ",,,,,yes,,wlan,,,,,,,,,,,,,,,no,,,,,,212
-74.985,42.8552778975452,hotel,Terrace Hotel,,,,,,,NY,,,,,402,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9581709,40.7602216975452,hotel,The Bentley Hotel,East 62nd Street,500,,https://bentleyhotelnyc.com/,,,,,+1-212-644-6000,,,,,,,,wlan,,,,,,,,,,,,,,,,,,yes,,,197
-73.9107431,41.4132552975452,hotel,The Bird & Bottle Inn,Old Albany Post Road,1123,10524,http://thebirdandbottleinn.com,Garrison,,NY,,+1-845-424-2333,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,
-72.3439965,41.1236487975452,hotel,The Blue Inn,,,,,,,,,631-477-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9359441,40.7546952975452,hotel,The Boro Hotel,27th Street,,11101,,Queens,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9916568,40.7260894975452,hotel,The Bowery Hotel,Bowery,335,10003,https://www.theboweryhotel.com/,New York,,,,,,Q30681477,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.0502088,43.2498722975452,hotel,The Dory - Guest Rooms (5 rooms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4647906,42.2090720975452,hotel,The Englewood & Treehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9897411,40.7604320975452,hotel,The French Quarters Guest Apartments,West 46th Street,346,,,,,,,+1-212-359-6652,,,,,,,,,,,,contact@frenchquartersny.com,,,,,,,,,,,,,,,,,
-73.9993815,40.7446533975452,hotel,The GEM Hotel Chelsea,West 22nd Street,300,10011,http://www.thegemhotel.com/chelsea/,New York,,NY,The GEM Hotel,,,Q7735570,,,,,,wlan,,,,info.chelsea@thegemhotel.com,US,,,,,,,,,,,,,no,,,
-73.9902082,40.7231911975452,hotel,The GEM Hotel Soho,East Houston Street,135,10002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9849825,44.2903287975452,hotel,The Haus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9722622,40.7935439975452,hotel,The Hotel Newton,Broadway,2528,10025,https://www.thehotelnewton.com/,New York,,NY,,+1 212 678 6500,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,
-73.8417151,44.3651181975452,hotel,The Hungry Trout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7926356,42.2510389975452,hotel,The Inn at Hudson,Allen Street,317,12534,,Hudson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9870276,40.7360205975452,hotel,The Inn at Irving Place,Irving Place,56,10003,http://www.innatirving.com,New York,,NY,,+1-212-533-4600,,,,,,,,wlan,,,,innatirving@aol.com,,,,,,,,,,,,,,,,,12
-73.8510944,44.3563757975452,hotel,The Inn at Whiteface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9855322,40.7445115975452,hotel,The James New York - NoMad,East 29th Street,22,10016,https://www.jameshotels.com/new-york/nomad,New York,,NY,Denihan Hospitality Group,+1 212-532-4100,,Q9076588,,,,,,yes,,,,,,,,,,,,,,,no,,,no,,,344
-74.0048801,40.7227218975452,hotel,The James New York - SoHo,Grand Street,27,10013,https://www.jameshotels.com/new-york/soho,New York,,NY,Denihan Hospitality Group,+1-212-465-2000,,Q62391754,,,,,,wlan,,,,,,,,,,,,,,,no,,,,,,
-73.9798578,40.7495438975452,hotel,The Kitano New York,Park Avenue,66,10016,,,,,,212-885-7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9871922,40.7219358975452,hotel,The Ludlow Hotel,,,10002,,,,,,+1 212-432-1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9829659,40.7621727975452,hotel,The Manhattan at Times Square Hotel,,,,https://www.manhattanhoteltimessquare.com/,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1230074,43.0378740975452,hotel,The Mansion,Lancaster Avenue,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
-73.9815115,40.7453075975452,hotel,The Marmara,East 32nd Street,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.9436053,41.0340077975452,hotel,The Montauk Beach House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.926541,42.7045653975452,hotel,The Otesaga Resort Hotel,Lake Street,60,13326,https://www.otesaga.com/,Cooperstown,,NY,,607-547-9931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.927635,40.7528130975452,hotel,The Paper Factory Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8345885,40.7583720975452,hotel,The Parc Hotel,College Point Boulevard,39-16,11354,,New York,,NY,,718-358-8897,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,
-73.9891468,40.7460969975452,hotel,The Paul,,,,http://www.thepaulnyc.com/,,,,,(212) 204 5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9898058,44.2922649975452,hotel,The Pines of Lake Placid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6441512,43.3121054975452,hotel,The Queensbury Hotel,Ridge Street,88,12801,http://www.queensburyhotel.com,Glens Falls,,NY,,+1 518 792 1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
